comment_id,author,comment_text,label
UgyYTRcNH7x7z4oGZut4AaABAg,@Yzz-IX,Dipraktikkan g tuh😂😂😂,0
UgwiRtJkzKRdfrJ1iFh4AaABAg,@wild2129,fresh,0
Ugx9zLqmgU7t_Cg6TlB4AaABAg,@andreychandra1703,😂😂😂😂😂,0
UgwKpOjyrJxrXI8onnx4AaABAg,@kingstu8895,Bisa aja tukang isep whip pink 😂😂,0
UgybRo1NX9cfuV0EM194AaABAg,@alfryallen9377,Muka lu normalin praz... Eca ngeri beneran 🤣🤣,0
UgzLHzt5uF6ro9aRwkt4AaABAg,@galihputra2741,Rata2 manusia jelek nafsunya besar tapi aslinya 90% ejakulasi dini. Fakta survey mengatakan spt itu. Durasi sex dibawah 10 menit keluar,0
Ugwm_EJ7nJ_V5KW_4KJ4AaABAg,@frankyadriansahupala7628,Bwa hahahahahaha.... Aku juga,0
Ugy0oOQjo5jEkacwNHV4AaABAg,@yabadindr8355,"Ngatain muka cabul,,di ewekkk ntar nangis😂",0
UgyEpiQBc_x7aB81Xa54AaABAg,@Syaifagungdarmanto-pr4xl,Eca traumu mungkin😂,0
UgwB0gLLZzYuKwYxT714AaABAg,@Syaifagungdarmanto-pr4xl,😂😂😂,0
Ugy8bTYW0QVX0BG037p4AaABAg,@zain_kuliner,"BA,, ytta 😋",0
UgwPjLbRbBcSQMeQN_h4AaABAg,@susiloade6141,Masteng buluk bgt plus aneh bgt komuknya kampung bgt,0
UgyOkdySXYQ2lKhMMxp4AaABAg,@wps1190,"Kangen banget suara mity kek gini ""jangan al"" ""nggak al"" mana lembut banget suaranya😊",0
UgwyqOI_ffzZgIlkSAh4AaABAg,@andiman9493,"Padahal penjahat kelamin biasanya dianggap ganteng lo dek...
Kata katanya sok manis...
Cewek emang bisa bedain ding",0
Ugz2cHgqOS69BIoxa_V4AaABAg,@xylophone-997,Riven yg megang title itu(penjahat kelamin) 😂,0
Ugy-SdrzSVnnjxohZJZ4AaABAg,@JefriYanto-d5g,Predator,0
UgwUck0eXzwLuKbJvQt4AaABAg,@pakrw0345,Sebenernya Eca sagne itu 😂,0
Ugzit1a6bkiZTX1XM0V4AaABAg,@dakinasuku12,Asli muka si Pras kaya culik,0
Ugwff7aMaZqzl8WSWMp4AaABAg,@mrjuki6910,"Coba kalo ganteng, pasti gak dibilang cabul",0
UgxsHEQrxWtVETTN8L94AaABAg,@sujahidinoca666,Kalaw Aril yg gitu beda cerita,0
Ugwe19nMuw_37K_Ro8t4AaABAg,@SuratBuatIndonesia,"Pas dibilang gimmick gw kaga jalan, muka echa pasrah kek udahala siap di apa2in 😂",0
UgwYHIYmMSU9HH84ANl4AaABAg,@agustriana0887,"Coba kalo ganteng lu, beda cerita 😂😂",0
UgwSdy5vX7u61huLwGp4AaABAg,@muhammadsudayat4578,😂😂,0
UgyYrqwoqCEA2238vad4AaABAg,@noniefradyantie116,😂😂😂,0
UgxwysPA8T8DR2FBq_h4AaABAg,@KeylaTije,"Echa cantik ,tapi kalo nafsu gua lebih suka ke anya atau davina kek nya wkwkwk",0
UgxTD9-LEubhYpdGgyd4AaABAg,@BlackYellow-i5c,Mupeng jg ni si gondrong...😂,0
Ugw0eIf9NwTJUoonwxR4AaABAg,@adityakomboris,Aura cabul nya kuat banget 😂.,0
UgzIw-IYH0K6U5NtPTR4AaABAg,@KamilHaikal-d5r,"Seblak eca di gituin,, u kata u vincent,,muka cabul rambut lepek,,,sok uye u...😅",0
Ugy0rzE-U4L7AJVGNeF4AaABAg,@Onlyohio111,"Update kamus Eca guys, klo ganteng disebut gombal klo jelek disebut penjahat kelam*n",0
UgzSoRdzRG9LemHtnHh4AaABAg,@fedynugroho6733,Itu kan hariono mantan pemain persib😅,0
UgwFFn9MMhmFSMAC2jF4AaABAg,@AK74Killer-lt6wi,Praz mode Biragi kek gitu mmg..,0
UgyhDH4-3hl4ln8C4YZ4AaABAg,@SusantoIwan9089,Mau diapain sih bang rambut lw tetep aja....edit bang edit bang😅😅😅,0
UgyqDx7f7JS-wlCwQGx4AaABAg,@Ruds2772,"Eca tuh gak suka sama cowok yg rambutnya gondrong dan muka nya pas² an ..

Coba klau rambut nya gondrong tapi muka nya muka korea wah dah pasti eca nya langsung jatuh hati .. 😂😂😂",0
Ugy_vfzmbYiXVVljNkB4AaABAg,@miftachulhuda8577,"eca gak ngebosenin...
suerr..cakep",0
Ugz74st0rwxmWVaA4m54AaABAg,@msahidlatifah8450,klaw yang jellek dibilang cabul. kalaw yang ganteng swoswit,0
Ugwd6fktOFpHOCLDOTN4AaABAg,@AldyAldy-ev5gl,Muke lu muke sange Prazz...wajar echa ngeriii...😂😂,0
UgzzDd4EkoK4R1tsQbB4AaABAg,@MuhamadPaiz-t5q,"Echa,vior gemesin kaya",0
UgznxlxKaFJ2ZH7kQJl4AaABAg,@Masridofficial,Cabulll penjahat kelamin 😂,0
UgyZ34-E9DCAhe5NU_14AaABAg,@kokoshibou_,Malah manyun melet² lgi😂😂,0
UgyCD2zTmhDKVh4b9ix4AaABAg,@ytta-t2h,Eca lucu banget bjirr 😮,0
UgykTHYo8A4qmSg156F4AaABAg,@gabrielivanov8954,"Eca dari mukanya keliatan kek, trauma berat tapi penasaran.",0
Ugz_KNLIVcKs67HJqGp4AaABAg,@Afantelok,Si Eca sdh cantik lucu lgi,0
UgzZ-pKQ_ZrUQT0Dyz94AaABAg,@Atasi-Natasha552,Editingnya bikin takjub! 【﻿ＨＩＭＡＬＡＹＡ４Ｄ】 bikin video ini kelihatan premium!,1
Ugz184Tw0cu41Hmu1O94AaABAg,@CandraSiahaan-xy2cb,"Udah jelek ,mupeng",0
UgyhppWDayexdgp5KOd4AaABAg,@PuputCahyi,Eeee,0
Ugyb6lm1Z7_Dt9PFG1l4AaABAg,@drsenbedrsenbe,awas ca penjahat kelamin tak seperti yg ada dikepalamu...,0
UgxIokidDzI1CSbtTvF4AaABAg,@SusuUltra-o7s,Bisa aja whip pink,0
UgwavXEk-CFzxK1FUqx4AaABAg,@FirdausiOfficial,"Echa,, bukan takut tapi Jijik 😂😂",0
UgzA8KBCQjWU-_X6MYd4AaABAg,@kaorimeici,Sikap Eca sprt itu malah bikin ... Grrrr 😂,0
UgxhE9-3Vi4sc-MSP8F4AaABAg,@Miko-w1q,Jadi napsu gua ama dia,0
UgxIDsfaSio7aQhEthR4AaABAg,@ColorGate-e5d,Mandi dulu bangg 😂 😂,0
UgzOd9I4XMlcrK1Monp4AaABAg,@itsbal8181,Kalo Ganteng Buka Baju Dia,0
Ugw_tmjjo4154QeDJE54AaABAg,@Adirahadz136,S eca cakep.. tapi sayang saya bukan artis.. penghasilan aja dah beda jauh udah kaya bubur sama nasi😂,0
UgxGmOR_uZ-PXbqyWkl4AaABAg,@911salvage.,"Coba kalo Jefri Nikol, pasti langsung dibilang Romantis😂😂😂 pler",0
UgyJpb1T5vDgts17Wgx4AaABAg,@andre47brayn,ECA MUAH MUAH MUAH😁,0
Ugxt-CoFR7-A083yngl4AaABAg,@MilaRochmaniyah-u3g9l,"Ga usah bilang ganteng jelek, cabul ya cabul 😂",0
UgzQr884iW9oObJ8X0N4AaABAg,@ArjoenQori,Padahal sesama perempuan loh kenapa Eca takut😂😂,0
Ugxb2q6OEq1qCZyLjLd4AaABAg,@BangHandaru,untung gw ganteng,0
UgwrBV5e94P8ZZtdaXl4AaABAg,@NahrowiNahrowi-p7e,"Candu banget liat ngomong jangan Deket""❤😅",0
UgwBFm5UY7lje8TNYoV4AaABAg,@pijealkhairy3643,Cwo justru mkin merasa tertantang kl ktmu cwe yg sifatnya kya echa,0
UgwVxD5--jiBL4AyR1l4AaABAg,@favbeeeee6697,"Kocak kemennya, malah pada ngamuk bahas fisik. Kan emg bener itu mukanya pras teguh kek om² preman pasar, ditambah gimmick dia yg kek gitu, wajar aja eca takut. 

Lagian kenapa dah, emg lu maunya cewe putih harus sama cowo 'hitam'? Atau cowo putih harus sama cewe 'hitam'? Suka² mereka lah, mereka yg punya selera kenapa lu pada yg ngamuk wkwk. Ribet bgt kayaknya hidup lu pada sampe beginian aja dipermasalahin, sehat² dah lu semua.",0
Ugw82ppsSK-LBBHfjW14AaABAg,@pentolsimpang3,"Kasian kalo muka gak ganteng pasti akan dibilang cabul dll, Alhamdulillahnya dunia gak abadi jadi bersyukur aja😊😊😊",0
UgyMlDCf9jcKpnV88LF4AaABAg,@dickyuhuy500,Kaya liat genderuwo 😅,0
Ugw60ffWOzRmIRa1z-d4AaABAg,@tommyherlambang7589,"Pras jelex bgt, dekil item kyk kernet angkot (maaf)",0
UgxQ7_aaQ674IxWyI194AaABAg,@bayupujianto4733,😂😂,0
UgwDn5ZiyUo2arc3U-x4AaABAg,@AsdarAsdar-d3m,"Eca udh tenggelam Krn GK tua berenang dan fajar GK tenggelam Krn taw berenang,dulu Eca firal sekarang tidak,",0
UgwAR17v0QVcPWhWNVp4AaABAg,@frankenstein2548,Yaallah 1 aja yg kyk eca 🤲🏻,0
UgwJ2xpb23NU22BbPRR4AaABAg,@IErfanCN,Wkwk,0
UgzLHrYvJF1L_-By_fp4AaABAg,@NicholausYuwono,"Kalau Cha eunwoo, mbaknya gak takut!!!
😭😭😭😭😭",0
UgwEoahdirvnfwvQ8MN4AaABAg,@royhappy3189,"Tapi mupeng praz, sudah All out",0
Ugzm-DEvcx9kClNy_9N4AaABAg,@devidchia9405,"Bukan bermaksud membela, sebenarnya sama aja dikasus cowok, klo cewek cantik mendadak begitu pasti cowok juga mau, beda klo ceweknya gk goodlooking, 


Intinya standar ganda laki-laki dan perempuan",0
UgzXLaChVrvE1nbHeD14AaABAg,@MaulidaPutri03w,Udah tepos aj ca bokongmu😅,0
Ugw73ZjMKEsN_0mJ55B4AaABAg,@gtyoyaya2940,Buset dibilang penjahat kelamin.,0
UgxVUmYTARw8gJ30kNl4AaABAg,@raynaldiRamadhaniasli,"Prazzz teguh anda mewakilkan semua laki"" ...",0
UgzTlNJKmgfl6OGAjVJ4AaABAg,@rifkiabdulla4862,Udah kaya copet pasar malam makanya takut,0
UgzcHATYYf9PEVEXs994AaABAg,@alfisyahbintang5294,"Ini komennya pada aneh dahh. Lu kalo tiba2 mau dicium boyen ya juga pasti lari atau setidaknya menjauh. Tpi coba kalo tiba2 mau dicium eca pasti malah tambah disosor. Udh jangan munafik, emg tampang itu berpengaruh terlepas dari gender lu apa",0
UgzjuGx21COGPKXKvVp4AaABAg,@AzzamKG,"Sabar bang, dia gamau di depan frame 😂",0
UgwBhH8mcWU3-NGYgVV4AaABAg,@StigmaStigma-x3t,Emang gitu kalo sadar ancur adu nasib🎉🎉🎉harus pd,0
UgxB2UtsUEBHYC7d9pt4AaABAg,@kaka_07official65,Cantikk bngt eca,0
UgzyGHuK8ePq_647YuZ4AaABAg,@Ray7-c5x,😊❤😂,0
UgybMD5O2CsW5TliaFp4AaABAg,@pampam-634,Eca entotable bgtt 😋,0
UgyOzMcxETunCqJFdeV4AaABAg,@patir_bro,Trauma tuh eca karena takut bagian bawahnya basah gak bisa dia kendalikan,0
UgzM8PWpXjGBR4JD08d4AaABAg,@suronofficial,Eca lucu banget 😂😂😂,0
UgzI8pl8Z-conlCvpUx4AaABAg,@C_team-u5e,Marry Tachibana anying,0
UgxnEerqqrz0ab0ZgCB4AaABAg,@titoagustio22,coba jefcol meleleh eca yg ada 😂,0
UgwkKGU2lKJxi-7WPAZ4AaABAg,@sansann94th,"Yg bilang si eca kabur karena trauma lah atau apa laah, Lo salah besar,, buktinya waktu sama dikta dia diem aja,, itu tandanya si pras jelek di mata dia, mangkanya langsung kabur hahaa..
Emang cewe mah gitu, giliran cowo jelek mau romantis di kata cabul, giliran yg ganteng langsung sange sendiri 🤣🤣🤣",0
Ugy426H0FnOrCSMWwNt4AaABAg,@hadiwibowo1865,Jujur amat klo mukanya serem seperti manusia haus sex😂😂,0
UgwZsyq8e-qk06Es0-d4AaABAg,@leospartank4116,Knaoa kbanyakan knten skrg nujunya mesum?! Apa otak artis sekarang isinya nesum smua?,0
UgwLzbqqwfk-sgq62BJ4AaABAg,@NorLaila-gc4gt,Tapi Eca rambutnya digituin emang cantik banget sih,0
Ugwc8rVmYOoN8k2dYDd4AaABAg,@_Akiraaaa__,Kayaknya memang mukanya udah begitu dari sononya sih 😅,0
Ugz1sXGnVl9_yDPQ--V4AaABAg,@gaijin1820,woy..bapaknya nnton woy😂😂😂,0
UgyhOkKo1MgJqC38wDx4AaABAg,@bangajieh,"Kek adek yg cewek, di becandain kek gini dia pasti tantrum dan takut, gw awalnya b aja nanggapinnya, setelah gw cari tau dan nanya secara lembut, dia pernah di lecehin teman cowoknga saat nongkrong, sempat kena grayang2, habis tu dia pulang dan nangis ga cerita ber tahun2, baru2 aja dia cerita karena gw penasaran, saat ini kalau dia keluar sama teman2nya baik sama cewek mau pun cowok, gw harus tau dulu mereka siapa aja dan org mana.",0
UgxgTUESfUhw3OvaOEt4AaABAg,@AdiW-uk4px,aku juga mau ca 😋,0
Ugx6XKJ6u8jB0sJU_gZ4AaABAg,@AlexiusNanjur,Eca❤❤❤😂,0
UgyQDUaoFuERotN0gUl4AaABAg,@botakberjubah861,Pasti praz ngomong bgitu sambil ngatjeng,0
Ugz1A2iPw6YRaaZGEut4AaABAg,@sepriWaw,Lucu bgt😂😂😂😂😂❤❤❤,0
UgxH-E2qfmr42UzCf714AaABAg,@HasanHuda-hp2zl,Kayak tertekan si eca nya😢,0
UgyA0KtE7NzXlhxuZPF4AaABAg,@djagatharemix,lucu,0
Ugw3YHsgHozmjUIxWBV4AaABAg,@anggiramadhana1920,"Kalo sama pacar,malah di buka tuh bajunya",0
UgzdNxdFlMlNbGN6a3x4AaABAg,@sonyzidane6926,OM PRAZ MUKA MESUM😅😅,0
UgzBYxxT_5LJV8DbxQR4AaABAg,@irwantelulu2182,Nggak yakin aku klo dia blm jebol...😂,0
Ugzr7sznBk-4wg_dJV54AaABAg,@fauzachaniago,eca mirip jule 𝐁𝐈𝐍𝐆𝐊𝐀𝐈𝟒𝐃,1
Ugxxh2VNch7zi8gz0eN4AaABAg,@ariefsabranglor379,Frankie si praz udh meronta ronta😂,0
Ugx1B791Pae4w-VkDcZ4AaABAg,@sirahtube4522,Seksual harassment dinormalisasi. Akhlaknya makin mundur,0
UgxWoQx1L2N9Ml4Iuzt4AaABAg,@Idiiakay,"Terlepas dari bentuk rupa wajah ntah itu upil genderuwo atau yogurt, mendekati wanita tanpa persetujuan benar-benar memalukan.",0
UgzWCYHSFMDOzdCqaId4AaABAg,@adezulfrian674,🤣🤣🤣🤣🤣🤣,0
UgxFbJXjVY1gzFimzmB4AaABAg,@Hardi777-m4q,😂😂,0
UgzXhwGomBjVK5LsU4V4AaABAg,@mutiapujankuu,Mantap ni Eca pasti masih perawan,0
Ugy_PCwpW3z4LetDaOp4AaABAg,@JayUtama,Bokongnya mantep,0
UgxANHp-roNOlzmgt6h4AaABAg,@faridzsetiawan1,Eca makin kesini makin jelek yah bukanya makin cantik,0
UgwM-BV80fxoPQUeAWF4AaABAg,@NTU135,Ya Allah ... Kasiannyaaa... muka se Imut Biaya Darat Gitu dikatain Muka Cabul 😂😂😂,0
UgxgkNmF_96vam3A3a94AaABAg,@SiapO-t4v,"Mampir caa 𝐒𝐔𝐈𝐓𝟒𝐃
🎉𝐒𝐔𝐈𝐓𝟒𝐃
🎉𝐒𝐔𝐈𝐓𝟒𝐃
🎉𝐒𝐔𝐈𝐓𝟒𝐃
🎉𝐒𝐔𝐈𝐓𝟒𝐃",1
UgxgxcA4YHkvjzVoZ2F4AaABAg,@robbibae1680,"Jelek=cabul

Ganteng =""rahimku anget mas""",0
Ugzx9LnchQBe8sKBbdt4AaABAg,@mashuda3666,Nisa sabyaaan.....,0
UgwkC-PKTKngSX6J-5V4AaABAg,@jayawiguna4720,Wkwk pdhal diantara komika kain praz keitung greenflag jarang godain cewe cewe😂,0
Ugz8-YJ2IgA1H4-R9fJ4AaABAg,@vani929,"Takut nya milih2,,,",0
Ugx5BNzJsuZaAdl_Kt54AaABAg,@SriLestari-tl5gi,eca rasis bgt parah 😂,0
UgxIFhdtckBfpVcmEOJ4AaABAg,@arofsayabanibani7608,"Ya takut lah eca.. Dia baru sebatas kecupan bibir aja... Takut lebih dari itu,masih ori eca,Aku sekali aja sih kmaren😂😂(berhayal)",0
Ugxk653CHtnFVADiylZ4AaABAg,@AMaghribi,Eca... Main yu,0
UgzhuQIvOZe6imPWd9F4AaABAg,@MuhammadAkhmal-z7u,Comel eca nya😂,0
UgxyMnvo49Ik16qKMXp4AaABAg,@firmanhadiansyah4808,Itu cewe mirip mantan diiiihhhh🙄🤦🏾‍♂️🤦🏾‍♂️,0
Ugymi5D_vwzUl8zMcBZ4AaABAg,@torukmakto114,Jelek betingkah,0
Ugw4OIbhc1tnwa4vZLB4AaABAg,@wisnuprayudha2798,Eca umur nya berapa,0
Ugy1lrD-_7nm5Hu6aEV4AaABAg,@YuridaAmini,Emang jelek mukanya dia mahu nurutin Vincent and dests tai mukanya jelek kumuh kaya Kuman..,0
UgzvQOaqsDffUtqSyJt4AaABAg,@odyuJr,Ekwk😂,0
UgzbUgB1Bq8PKh_E3_p4AaABAg,@nathan9760,"Tapi sumpah, enak godain 'adek' kayak begini, responnya itu loh nagih buat diisengin 🤣🤣🤣",0
UgxGRzIEQNHUkf8jyX94AaABAg,@hendrakurniawan5634,"Masih tocil, seengganya biarin berkembang dulu😅",0
UgyHVrj3QSgb0Y3LQqR4AaABAg,@Monnmmon-d1v,Hal kek gtu bakal jadi pelecehan seksual kalau lu g tampan,0
UgytHZ7PeLYs263QklB4AaABAg,@nandriirawan2398,"Yg kecil"" gini mah enak buat di banting",0
UgzTfca6YTZUlUgzT-V4AaABAg,@JackDoank,Ica blum sunat jdi brebet🤣,0
Ugz_ZW72VtZjjOrC3FJ4AaABAg,@TheaFavourita,Parah no org..,0
Ugwr9ydDQu-Ma-KhssJ4AaABAg,@wawankurniawan107,Eca wajahnya ga bosenin dipandang.,0
Ugz4yxw1T7d7kyPBUix4AaABAg,@aridori7159,Mangka ny puya wajah gnteng bruntung bgt. Coba dh item jlek pula udah lah pda kbur cewe😢😢,0
Ugw-FQn4j0Qejlg6W6d4AaABAg,@daz6614,mirip mAry Tachibana ya😊,0
UgyenDZ3CKu_5IZKc6p4AaABAg,@RahmatHidayat-b7q9l,Cabullll tuu😂😂😂😂,0
UgzJtj_thsVqKtJeCCJ4AaABAg,@angelofdeath4779,Babi,0
UgxA59Xb4Mh9242ZYzR4AaABAg,@Omay-kaling,Yg item  cabul 😂,0
Ugyvm6X7V0seE94PfcB4AaABAg,@tuonetakur,Kok mirip Oo' Preman Pensiun ya? 😅,0
Ugzrp3dZ4B1RLvEyph54AaABAg,@ALVCapture,meledak bah 5.7m,0
UgzdZwNiTFGqyPsR5oV4AaABAg,@NanoNano-n8i1g,"Sur noh si eca rasis, marahin surrr 😅",0
UgwlwtS-Fs27wHJp7c54AaABAg,@Purple-r2o,Eca bapak mu pasal berapa 😅 jangan dungkul om warkop tente nanti dafet kopi cabe,0
Ugx_J_B9HGPoGU6XClN4AaABAg,@AwrungkatAmir,"Yg jelek menakutkan menurutku emang benar begitu ,orang jelek pasti tersinggung klo ketemu perempuan kaya gitu,kita gak ngapain kenapa lu takut, muka kaya perampok, kayak penjahat kelamin, tapi klo liat yg ganteng berani dekat yg di bawah pun di kasih, emang gak semua tapi fakta,., penjahat berawal  dari orang cantik ganteng, orang cantik menghina yg jelek,. Yg jelek sakit hati trus terjadi korban,.",0
Ugy6EfRv9RGAYdOWe5t4AaABAg,@SintaSintya-d4k,Iyalah pasti takut orang kek gorila gitu,0
UgybXI01mbRodfm6DaF4AaABAg,@boyscrush123,Tapi beneran mukanya praz kaya musang birahi jir 😭,0
UgxaX_ySU5PansvQ2NF4AaABAg,@Refli-g9h4o,"Na deohon: ganteng, cowok tersakiti
Praz teguh: penjahat kelamin
   Women",0
Ugwh4_wzvti9wGRilhd4AaABAg,@rizkicahyanto1783,Ciyeeeeeee dah ga joged joged😂😂,0
UgzOobN8qjXvs3oPM3x4AaABAg,@FelixSiaw-dc9cc,Cewek itu kalo lari dia minta di kejar bang😂,0
Ugy7C7y0ZzRBDJPdOlR4AaABAg,@aureliamaharani6654,kalo cewek nya dikatain cabul jelek dll pasti langsung klarifikasi,0
UgyjmVQqaKDQaC6KLs94AaABAg,@nataliacube,Memang sih muka si praz kek copet di simpang glodok😂,0
UgzzkBD1p9FxUCKfvad4AaABAg,@Origins_legacy,Lo tau kan malam pertama modelnya nanti kek apa. Tanpa harus ada videonya,0
UgyoRskiSlKEeRsAXct4AaABAg,@aldyfery5142,perbedaan antara anak zaman sekarang dan dulu dengan logat dan cara berpikir nya,0
UgzdFo7hKko4ID12mw94AaABAg,@SayangCinta-ge4zo,"ngeri di cium yak,mana muka nya begitu lg pas mata nya di belooin😂😂,eca cakep bgt tapi tangan nya suka pukul2 jd ilfeel kali laki2 yak😅😅",0
UgwCvRnG8Wvs6U1stAl4AaABAg,@Dika-ganteng-lt2vv,"ngomong ga mau
dalam hati, klo sepi eca pasrah di genjot",0
Ugz-bvt3b7L8kIGaTf14AaABAg,@AriIrawan-q7u,Tapi emang bener si aura cabulnya kuat😂,0
UgyuhU47NaWsU5iFooh4AaABAg,@ismailhasan9271,Eca cantik natural,0
UgwCNxl9VyqLpYZT8Sl4AaABAg,@TheAresOlympus,Ajak Ke Club mau itu,0
UgwjGhpzLpQzKI75bS54AaABAg,@elelelelel0101,eca ini gila cantik paraaah!,0
UgysLaAST7VWFZQU1EJ4AaABAg,@JohnBoom-cc4cr,Tapi kalo sama om Dikta beda cerita 😁. Lagian si praz rambut gondrong udah kaya preman parkiran pake gimmick romantis romantisan segala 🤣. Udah paling bener makan Indomie sama gorengan pake gimmick sulap romantis segala,0
Ugy9m7gt_JwOaMFkqI14AaABAg,@HirmanMan-z2h,gk laku lagi sekarang ini  oca gk bisa apa2,0
UgwPwd8bMx3hrcJ5WYp4AaABAg,@lutfiirvan7469,yy,0
UgyXpeIvs9FT26ORDwF4AaABAg,@pcandy0752,gondrong kalo ga stress ya cabull😂😂,0
UgwcBelfQ90LIsCVDCN4AaABAg,@harywan1258,Eca wajahnya mirip Amanda Manopo waktu remaja.,0
Ugx7jV9W17hOc9bxQh54AaABAg,@heruaditia4999,Garangan,0
UgyRGRES--xrbwr2VLV4AaABAg,@donnoro78909,"Milih milih eca yaa
Kalau mirip korea mukaknya didiam ajak toh..kalau gini rupanya..hmm terus bilang gini gitu..😂😂",0
Ugx6qWJlP5rrs_4iGPN4AaABAg,@damnsharks9467,Nasib kalo komuk kureng ya begitu😂 gua aja mau nanya arah doang disangka mau hipnotis bgstttttt. Kapok gua nanya arah lg ke cewek,0
UgzVmnkjgUFLWu-L-g54AaABAg,@MaskurMusni-l1j,Lucu kmu ca..imut bnget,0
Ugx644HlXt3--W6KWt14AaABAg,@opanwae42,Eca udah mulai keliatan ..udah pas buat di.....,0
UgzlL9tn7Zuy47KqE0N4AaABAg,@muhammadpauji204,Weeess adegan terakhir,0
Ugycevc0U8FgTQ8zpUR4AaABAg,@bulbaindraputraadil9234,Sabul anj,0
UgwX6o-0MX46Z9BhhPJ4AaABAg,@Rex_dhoVenom-one,kek musuhnya stephen chow di kungfu hustle 😶,0
UgwOLcVwbRG8G9jkQ8F4AaABAg,@RavanaAgnesia,"Intinya Ugly Bastard. 
Jangan bnyk ngayal kalo di samping cewe..
Sadar diri lah",0
UgxRGK3KLourGWdRN-94AaABAg,@SongmineLove,Kalo Taehyung yang begitu. Beda cerita😂,0
UgztZqkwJIcxqZSY-hd4AaABAg,@Es21Plus,eca waktu masih cabi lebih cantik,0
UgzIdSV0tuFC-igqIGd4AaABAg,@gaskanCihuy,😂😂😂,0
UgxylsMucgQf82AZcjR4AaABAg,@budikedungwuni7821,🤣🤣🤣🤣🤣🤣,0
UgwXBen8DUfSDVXlfp14AaABAg,@shahris4512,gila sex,0
UgwSqRR60vMe6uiUGJp4AaABAg,@ErikKurniawan-p1q,Eca cantik banget,0
UgxN8KYrzWcd6pH49GV4AaABAg,@Susudancows,eca emang lezaattt,0
Ugw7nIHU027fQozeSeV4AaABAg,@kakagate,kenapa jadi dekil gitu yah,0
UgxDOG13Xmo81PRi3SZ4AaABAg,@ThompsonD39,Echa rambutnya tebel banget si..,0
UgwSvkWJVgG1HySGaEd4AaABAg,@izzahdion732,Ih najis gondes! Gondrong deso!!,0
Ugw8T-ZtHLAe_bC7CI54AaABAg,@ushiwakatoshi2123,"Dunia itu gak pernah adil untuk orang jelek. 
Lu kalo jelek harus kaya biar sedikit dihargai. Kalo dah jelek + miskin, wah udah. Kelar cok
Gua kalo dibilang jelek ya gak jelek jelek amat, tapi karena miskin ya gak ada chance buat masalah romantis romantisan atau cinta cintaan😌 umur dah 30 belum pernah ngerasain pacaran😂",0
UgwPJLmL3gjSLWa2LrN4AaABAg,@TF-1987,Seengaknya PRaz dah laku dan punya buntut.. jadi gausah bilang muka ini itu... situ dah laku kalo udah sama :D,0
UgxuJSdJTQm1LsKmd-x4AaABAg,@Teriamandala,muka jelek ya ca?…iya lagi,0
UgziWRe-dSYqwoBeWw54AaABAg,@lucifer9362,Cakep bgt si Eca ini❤,0
Ugxg7AxiqgW9LWw-8oh4AaABAg,@dekcacaciprut,Beda lagi kalok sama yg ganteng+putih,0
Ugx3EpMG5ORcdL88pLp4AaABAg,@samueltamo4979,Sudah Musim Kawin 🤣,0
UgyCg7MUeZOdmLMMp7x4AaABAg,@Andrianbandung-l7e,"Pas bilang ""napa""",0
UgyZZvX7pMofoS_Lre94AaABAg,@Tamiya-rq5fl,😂😂😂,0
UgwJ3nqpsX9lXNh4LS94AaABAg,@yuhu7137,taek,0
Ugx0Mj1IV79jqg8Cyk14AaABAg,@bkcpeder6574,Echa cantik juga rupanya ya,0
Ugxz_TI0QuvqdJZxjLt4AaABAg,@Naturesilences,Sekalinya kena celup keenakan pasti diaa,0
UgwEmUtZ4-IL-6ZqoGF4AaABAg,@oditmalik2332,"Salahmu sendiri kenapa terlalu imut, Ca😅😅😅😅",0
UgwjUFD6INa4CHgIcoB4AaABAg,@kancutijo710,h,0
UgxNDXRABd0xxFUF7DN4AaABAg,@YohanBapista-u5w,eca cantik,0
UgyjKfdf3iO3fhDDSz94AaABAg,@asalvator9763,Ew.. No... She said no,0
Ugz4XGPWGB7mUkUy4LR4AaABAg,@whoami6288,kalo ama dikta agak laen lu ca,0
UgxgBMftMwHP8JoD9DN4AaABAg,@tashaberliana4844,😂😂😂😂😂😂,0
Ugx2ss_YxLKmOWunwgl4AaABAg,@gungunawan-z6c,Cantik bnget eca,0
Ugy_fy90bwngYmJSq1l4AaABAg,@Ridhanshyah71,😂😂😂😂😂,0
UgxsTI5qYlswynjP6M94AaABAg,@medylestarichannel3874,"Cantik, imut, mungil, gemesss baeeut dah kalo liat eca",0
Ugz6K40gBRLE3jmvcjV4AaABAg,@bujangwoy,"Orang jelek GK ngapa²in dibilang cabuL...😂😂
La kaLo yg putih,auto pasrah kyknya...😅😅",0
UgzUh5Br4UdulFwVMx14AaABAg,@MarjannMarjan,Kak Eca kalo lagi takut lucu deh😂,0
UgyX55kkyOpKYFwwV614AaABAg,@MitraPerkasaLogistics-w9r,"Ih praz udh item, dekil, jelek lgi... Jd gemezz deh😅😅",0
UgxVTjzRKOROz3hCFUZ4AaABAg,@StarZinn77,Keknya ramai yg tersakiti wkwkwk dibawa santai aja kali,0
UgyP9a2Je9TKyMIiRZJ4AaABAg,@barokahcell4523,Cowok jelek di bilang pelecehan,0
UgzdaXUBbQyV_gccr3R4AaABAg,@BobLanun,Ha ha ha women!!!,0
