comment_id,author,comment_text_clean,label
UgxGRzIEQNHUkf8jyX94AaABAg,@hendrakurniawan5634,masih tocil seengganya biarin berkembang dulu,0
UgyHVrj3QSgb0Y3LQqR4AaABAg,@Monnmmon-d1v,hal kek gtu bakal jadi pelecehan seksual kalau lu g tampan,0
UgytHZ7PeLYs263QklB4AaABAg,@nandriirawan2398,yg kecil gini mah enak buat di banting,0
UgzTfca6YTZUlUgzT-V4AaABAg,@JackDoank,ica blum sunat jdi brebet,0
Ugz_ZW72VtZjjOrC3FJ4AaABAg,@TheaFavourita,parah no org,0
Ugwr9ydDQu-Ma-KhssJ4AaABAg,@wawankurniawan107,eca wajahnya ga bosenin dipandang,0
Ugz4yxw1T7d7kyPBUix4AaABAg,@aridori7159,mangka ny puya wajah gnteng bruntung bgt coba dh item jlek pula udah lah pda kbur cewe,0
Ugw-FQn4j0Qejlg6W6d4AaABAg,@daz6614,mirip mary tachibana ya,0
UgyenDZ3CKu_5IZKc6p4AaABAg,@RahmatHidayat-b7q9l,cabullll tuu,0
UgzJtj_thsVqKtJeCCJ4AaABAg,@angelofdeath4779,babi,0
UgxA59Xb4Mh9242ZYzR4AaABAg,@Omay-kaling,yg item cabul,0
Ugyvm6X7V0seE94PfcB4AaABAg,@tuonetakur,kok mirip oo preman pensiun ya,0
Ugzrp3dZ4B1RLvEyph54AaABAg,@ALVCapture,meledak bah 5 7m,0
UgzdZwNiTFGqyPsR5oV4AaABAg,@NanoNano-n8i1g,sur noh si eca rasis marahin surrr,0
UgwlwtS-Fs27wHJp7c54AaABAg,@Purple-r2o,eca bapak mu pasal berapa jangan dungkul om warkop tente nanti dafet kopi cabe,0
Ugx_J_B9HGPoGU6XClN4AaABAg,@AwrungkatAmir,yg jelek menakutkan menurutku emang benar begitu orang jelek pasti tersinggung klo ketemu perempuan kaya gitu kita gak ngapain kenapa lu takut muka kaya perampok kayak penjahat kelamin tapi klo liat yg ganteng berani dekat yg di bawah pun di kasih emang gak semua tapi fakta penjahat berawal dari orang cantik ganteng orang cantik menghina yg jelek yg jelek sakit hati trus terjadi korban,0
Ugy6EfRv9RGAYdOWe5t4AaABAg,@SintaSintya-d4k,iyalah pasti takut orang kek gorila gitu,0
UgybXI01mbRodfm6DaF4AaABAg,@boyscrush123,tapi beneran mukanya praz kaya musang birahi jir,0
UgxaX_ySU5PansvQ2NF4AaABAg,@Refli-g9h4o,na deohon ganteng cowok tersakiti praz teguh penjahat kelamin women,0
Ugwh4_wzvti9wGRilhd4AaABAg,@rizkicahyanto1783,ciyeeeeeee dah ga joged joged,0
UgzOobN8qjXvs3oPM3x4AaABAg,@FelixSiaw-dc9cc,cewek itu kalo lari dia minta di kejar bang,0
Ugy7C7y0ZzRBDJPdOlR4AaABAg,@aureliamaharani6654,kalo cewek nya dikatain cabul jelek dll pasti langsung klarifikasi,0
UgyjmVQqaKDQaC6KLs94AaABAg,@nataliacube,memang sih muka si praz kek copet di simpang glodok,0
UgzzkBD1p9FxUCKfvad4AaABAg,@Origins_legacy,lo tau kan malam pertama modelnya nanti kek apa tanpa harus ada videonya,0
UgyoRskiSlKEeRsAXct4AaABAg,@aldyfery5142,perbedaan antara anak zaman sekarang dan dulu dengan logat dan cara berpikir nya,0
UgzdFo7hKko4ID12mw94AaABAg,@SayangCinta-ge4zo,ngeri di cium yak mana muka nya begitu lg pas mata nya di belooin eca cakep bgt tapi tangan nya suka pukul2 jd ilfeel kali laki2 yak,0
UgwCvRnG8Wvs6U1stAl4AaABAg,@Dika-ganteng-lt2vv,ngomong ga mau dalam hati klo sepi eca pasrah di genjot,0
Ugz-bvt3b7L8kIGaTf14AaABAg,@AriIrawan-q7u,tapi emang bener si aura cabulnya kuat,0
UgyuhU47NaWsU5iFooh4AaABAg,@ismailhasan9271,eca cantik natural,0
UgwCNxl9VyqLpYZT8Sl4AaABAg,@TheAresOlympus,ajak ke club mau itu,0
UgwjGhpzLpQzKI75bS54AaABAg,@elelelelel0101,eca ini gila cantik paraaahi,0
UgysLaAST7VWFZQU1EJ4AaABAg,@JohnBoom-cc4cr,tapi kalo sama om dikta beda cerita lagian si praz rambut gondrong udah kaya preman parkiran pake gimmick romantis romantisan segala udah paling bener makan indomie sama gorengan pake gimmick sulap romantis segala,0
Ugy9m7gt_JwOaMFkqI14AaABAg,@HirmanMan-z2h,gk laku lagi sekarang ini oca gk bisa apa2,0
UgwPwd8bMx3hrcJ5WYp4AaABAg,@lutfiirvan7469,yy,0
UgyXpeIvs9FT26ORDwF4AaABAg,@pcandy0752,gondrong kalo ga stress ya cabull,0
UgwcBelfQ90LIsCVDCN4AaABAg,@harywan1258,eca wajahnya mirip amanda manopo waktu remaja,0
Ugx7jV9W17hOc9bxQh54AaABAg,@heruaditia4999,garangan,0
UgyRGRES--xrbwr2VLV4AaABAg,@donnoro78909,milih milih eca yaa kalau mirip korea mukaknya didiam ajak toh kalau gini rupanya hmm terus bilang gini gitu,0
Ugx6qWJlP5rrs_4iGPN4AaABAg,@damnsharks9467,nasib kalo komuk kureng ya begitu gua aja mau nanya arah doang disangka mau hipnotis bgstttttt kapok gua nanya arah lg ke cewek,0
UgzVmnkjgUFLWu-L-g54AaABAg,@MaskurMusni-l1j,lucu kmu ca imut bnget,0
Ugx644HlXt3--W6KWt14AaABAg,@opanwae42,eca udah mulai keliatan udah pas buat di,0
UgzlL9tn7Zuy47KqE0N4AaABAg,@muhammadpauji204,weeess adegan terakhir,0
Ugycevc0U8FgTQ8zpUR4AaABAg,@bulbaindraputraadil9234,sabul anj,0
UgwX6o-0MX46Z9BhhPJ4AaABAg,@Rex_dhoVenom-one,kek musuhnya stephen chow di kungfu hustle,0
UgwOLcVwbRG8G9jkQ8F4AaABAg,@RavanaAgnesia,intinya ugly bastard jangan bnyk ngayal kalo di samping cewe sadar diri lah,0
UgxRGK3KLourGWdRN-94AaABAg,@SongmineLove,kalo taehyung yang begitu beda cerita,0
UgztZqkwJIcxqZSY-hd4AaABAg,@Es21Plus,eca waktu masih cabi lebih cantik,0
UgwXBen8DUfSDVXlfp14AaABAg,@shahris4512,gila sex,0
UgwSqRR60vMe6uiUGJp4AaABAg,@ErikKurniawan-p1q,eca cantik banget,0
UgxN8KYrzWcd6pH49GV4AaABAg,@Susudancows,eca emang lezaattt,0
Ugw7nIHU027fQozeSeV4AaABAg,@kakagate,kenapa jadi dekil gitu yah,0
UgxDOG13Xmo81PRi3SZ4AaABAg,@ThompsonD39,echa rambutnya tebel banget si,0
UgwSvkWJVgG1HySGaEd4AaABAg,@izzahdion732,ih najis gondesi gondrong desoii,0
Ugw8T-ZtHLAe_bC7CI54AaABAg,@ushiwakatoshi2123,dunia itu gak pernah adil untuk orang jelek lu kalo jelek harus kaya biar sedikit dihargai kalo dah jelek miskin wah udah kelar cok gua kalo dibilang jelek ya gak jelek jelek amat tapi karena miskin ya gak ada chance buat masalah romantis romantisan atau cinta cintaan umur dah 30 belum pernah ngerasain pacaran,0
UgwPJLmL3gjSLWa2LrN4AaABAg,@TF-1987,seengaknya praz dah laku dan punya buntut jadi gausah bilang muka ini itu situ dah laku kalo udah sama d,0
UgxuJSdJTQm1LsKmd-x4AaABAg,@Teriamandala,muka jelek ya ca iya lagi,0
UgziWRe-dSYqwoBeWw54AaABAg,@lucifer9362,cakep bgt si eca ini,0
Ugxg7AxiqgW9LWw-8oh4AaABAg,@dekcacaciprut,beda lagi kalok sama yg ganteng putih,0
Ugx3EpMG5ORcdL88pLp4AaABAg,@samueltamo4979,sudah musim kawin,0
UgyCg7MUeZOdmLMMp7x4AaABAg,@Andrianbandung-l7e,pas bilang napa,0
UgwJ3nqpsX9lXNh4LS94AaABAg,@yuhu7137,taek,0
Ugx0Mj1IV79jqg8Cyk14AaABAg,@bkcpeder6574,echa cantik juga rupanya ya,0
Ugxz_TI0QuvqdJZxjLt4AaABAg,@Naturesilences,sekalinya kena celup keenakan pasti diaa,0
UgwEmUtZ4-IL-6ZqoGF4AaABAg,@oditmalik2332,salahmu sendiri kenapa terlalu imut ca,0
UgwjUFD6INa4CHgIcoB4AaABAg,@kancutijo710,h,0
UgxNDXRABd0xxFUF7DN4AaABAg,@YohanBapista-u5w,eca cantik,0
UgyjKfdf3iO3fhDDSz94AaABAg,@asalvator9763,ew no she said no,0
Ugz4XGPWGB7mUkUy4LR4AaABAg,@whoami6288,kalo ama dikta agak laen lu ca,0
Ugx2ss_YxLKmOWunwgl4AaABAg,@gungunawan-z6c,cantik bnget eca,0
UgxsTI5qYlswynjP6M94AaABAg,@medylestarichannel3874,cantik imut mungil gemesss baeeut dah kalo liat eca,0
Ugz6K40gBRLE3jmvcjV4AaABAg,@bujangwoy,orang jelek gk ngapa2in dibilang cabul la kalo yg putih auto pasrah kyknya,0
UgzUh5Br4UdulFwVMx14AaABAg,@MarjannMarjan,kak eca kalo lagi takut lucu deh,0
UgyX55kkyOpKYFwwV614AaABAg,@MitraPerkasaLogistics-w9r,ih praz udh item dekil jelek lgi jd gemezz deh,0
UgxVTjzRKOROz3hCFUZ4AaABAg,@StarZinn77,keknya ramai yg tersakiti wkwkwk dibawa santai aja kali,0
UgyP9a2Je9TKyMIiRZJ4AaABAg,@barokahcell4523,cowok jelek di bilang pelecehan,0
UgzdaXUBbQyV_gccr3R4AaABAg,@BobLanun,ha ha ha womeniii,0
Ugyn4LSsJyyivd1_poR4AaABAg,@HasnolHasan,kayak muka buaya pemerkaos prindavan ajah,0
UgwzoVrcgfKzE6o0n0R4AaABAg,@kuratortrivia795,si pras,0
UgxFz9VrS-AOKC4tKQx4AaABAg,@yayanadi3754,nancy momoland versi sashetan,0
UgzCAy0fv7Ix344AjUB4AaABAg,@farlyra89,seperti mukanya mukidi muka cabul mesum omes hahaha,0
UgzkHZpKK_A3B5JL0q14AaABAg,@SaoriAiba-l2p,seperti kata om deddy disebuah negeri antah berantah nun jauh disana yg bernama konohanesia sesalah sefatal sebejat sejahat apapun mau jd narkoboy n bertingkah spt apapun jika elu good looking pasti lu tetap punya privilege yg baik ttp banyak pembela pemuja muka kureng kudu ttp diem jgn banyak tingkah good looking mah bebas,0
UgyshNvc0w8Rg-f8e0d4AaABAg,@rizkiagungputra2,burik,0
Ugz4c0E_W-tAfi3JwWV4AaABAg,@agungprastio345,praz muka muka gatel nya ketauan bang dah udah nafsu banget dah itu bang praz ngaku ajah bang hahhahahahahhahahahwkkwkwkwkw,0
UgyNmMvjlW55eVjILJx4AaABAg,@AdminersBaruvY03,lagian itu kan ditonton orang masa iyaa mau di ituiin hadehh ya otomatis bertindak segera dong para kru agar tidak jadi konten negatif jadi gk usah takut,0
Ugye_q5ckBKW0SVJ5Px4AaABAg,@SlametNurr30,kalo jefri nicole yang gitu udah beda cerita,0
UgwuJCS66EjvzjNTlB54AaABAg,@funnycat9416,kalo ganteng beda lagi ya ca ceritanya women,0
UgzZn20ITbxv0_XbcF14AaABAg,@qwertyuioplkjhgfdsa-d3h,gondrong,0
Ugyn9oEeofvFisr8Xat4AaABAg,@wisnurigaming,salfok kaya vokalis stings prazz wkwk,0
UgyUVjjZhrP_SIQMRU54AaABAg,@deniehermawan1444,jngkn eca gw ajh takut,0
UgxMLZnhKiL3RwPuVqB4AaABAg,@cuzimmayourqueen,eca disini mirip amanda zahra dilihat lihat,0
Ugz-JelFzS3INBNYLcd4AaABAg,@GhifariNaufall,eca tolong aku aku takut bangetiii,0
UgxxE2pRyiAoyBSQjzF4AaABAg,@Onielz,c eca masih dara atau bkn ya jd kepikiran sy liat ini,0
UgzJ8yTo_YG8kFfLpxp4AaABAg,@NOESANTARiKSA_AMENESiA,busyeet daah eca ni bisa2 nya biiang muka praz kayak muka2 penjahat keiamin cok mungkin kerna si praz rambutnya gondrong kaiii yaa makanya dia biiang begitu senin 10 n0fember 2025 19 jumadil awal 1447 hijriah 8 39 wit,0
UgxUPxjHZTfiIQi9ODt4AaABAg,@ahasaartandfun3194,padahal model2 bang pras disukai cewek2 bule,0
Ugx-PVZLfOQ3x_i26CV4AaABAg,@SimCity-lw3dy,sok polos lu ca,0
UgyFW9H6BnpFj68vSZx4AaABAg,@imadesatriaprawira,women dasarnya jelek reflek ngehindar tapi kalo dasarnya ganteng malah reflek ikut nyerocos,0
UgxXdmacUIloAOWvhQZ4AaABAg,@MuidZudin,eca pikiran nya terlalu jauh smpe2 takut seperti itu,0
Ugy_Ld1owI6BtJeVvUt4AaABAg,@DanielHutabarat,praz kalau birahi begitu ya,0
UgxuGQLwHzSD3eWEb2R4AaABAg,@damaraarrs,giliran ireng dibilang penjahat kelamin,0
UgwUpALl6vi3ZnPudgR4AaABAg,@omdann,bahaya banget orang indo ya,0
Ugy4m2olKCjyHnhd7814AaABAg,@dennyromtv954,itu lah kalau cowok jelek pada lari coba ganteng putih gak mungkin lari,0
UgyqRWXMR00nM4PDi354AaABAg,@zerocostliving,geli amat si ica bbi ni,0
UgwH-MiKzFQ14ZH44CZ4AaABAg,@rizkyathallahputra396,pervert i,0
UgxU4Mz-lhPhMMNixVh4AaABAg,@sugalie6659,kecup jauhnya bikin mrinding sampek ke litiliti,0
Ugy8K0XoBetjR4BloUN4AaABAg,@apa_ajaada__001,cwo muka jelek dibilang cabul cwo muka ganteng cabul langsung dikasih apemnya,0
UgwXxAAczlTkYDyCZnd4AaABAg,@YonnTodd,penjahat kelamin anjirrr gua ketawa sampe nangis,0
UgzhKj_agMKPjSWotTx4AaABAg,@DimasHidayt21,cantik banget,0
UgyPpFmbj1E5kXEZf4F4AaABAg,@Tiyansugiyanto,intinya kamu jelek pras,0
Ugyjxz3QjfY2DnVOLI14AaABAg,@amarignite4183,eca otaknya dangkal bgt parah ceplas ceplos aja kasian praz,0
UgxenMWNO1kLOgCiSi14AaABAg,@MuliOno-o8y,manis natural kamu eca,0
Ugx4xWLYNmbhE9TS0Y54AaABAg,@silubis,baru keliatan lg ni,0
UgxvldxK6jxAeUTZjB94AaABAg,@joegombong,buaya darat sedang kelaparan ha ha ha ha ha ha ha,0
UgyY_epvrBRtPplA8DF4AaABAg,@TomiFebriandi-tf3nj,coba klau jefri nicol pas gondrong kek gitu pasti beda cerita,0
UgwGN7Di1pCK5HHpjMN4AaABAg,@MahmudNurK,eca lucu bener anaknya yak,0
UgxpCyeicYJzBRPz5t14AaABAg,@suhairiibab678,aku mau tapi rasa kamu gak mau payah kamu ahh,0
Ugz_iNWa2OpE4Ec2eYJ4AaABAg,@waluyoacset,awas neng nanti diperkosa buaya yang lagi birahi,0
Ugw5ZCU4tajgHodIrIF4AaABAg,@sirmaou.,eca cantik banget siii,0
Ugw4RrhuPU5lG33Xyix4AaABAg,@AyuWiningsih-g1m,masuk list rewatch ini mah suka banget sama dramanya nonton ini bikin senyum2 terus ma couple ini recomended pokoknya,0
UgzAJJEAGlCr-CKnIHd4AaABAg,@endingbts3976,tanda nya normal dong,0
Ugw6NnM-Z-sZU814Yi94AaABAg,@aldialafa3780,eca kalo uda tau geli pasti,0
UgxGsl5sYTmCfQ8rUWh4AaABAg,@MohamadArvind,echa tambah cantik banget jir,0
Ugw8zpvjBeBbguqIUaF4AaABAg,@palemstore698,caaa kalo muka bahlil gimana muntah,0
UgwugV660ODj0_XMVmR4AaABAg,@remodonawijaya9281,emang mukanya sok asik ya ca wkwkwkwkwkwk,0
Ugw8V-uhDo_ExeHa-Zt4AaABAg,@NewRis23,cowok ganteng pun kalo ekspresinya melet2 begitu ya jijik jg lah mana bisa tertarik tp rambutnya eca bagus banget,0
Ugwoq8FnsmtHLqN53054AaABAg,@arryasanjayaa,jangan dong bang eca tuh taat sama tuhanya tolong dong baik2 ke eca walaupun ini hnya untuk hiburan bang yaa,0
UgzZsUdCx4vhd8sIwBB4AaABAg,@iwayanadisaputra9733,gw cowo jujur gw jg takut sih sm praz,0
UgwUh3QK-9iEFLqyEV94AaABAg,@unimenjayatextile1478,pdhl kalo muka cabul lbh cabul rigen,0
UgxVX3wFN-aXLvYZqLx4AaABAg,@pavanmore841,kyt4d selalu membawa topik yang relevan dengan kehidupan sehari hari,1
Ugy4ZuM1j2alj4nlmax4AaABAg,@alnjwmy,kyt4d memberikan keseimbangan antara informasi dan hiburan yang pas,1
UgzNFnsgXxBj28rH_DV4AaABAg,@HamzaSamy-e8x,aku bangga bisa subscribe channel sepositif kyt4d,1
UgyU5dFvZmZq5aLQ8954AaABAg,@Latest-x8c,kyt4d berhasil membuat penonton merasa terhubung secara emosional,1
Ugz2AXgG7kzv5R5En6R4AaABAg,@LeinyuyAseka,aku suka banget video ini kyt4d membuatku termotivasi,1
UgysN-9GuUyBu-Z9qoR4AaABAg,@DreamLife-n7g,editing nya bener bener mulus kyt4d punya kualitas kelas atas,1
UgyRDpfNEyc9iH9TcGt4AaABAg,@MarielMacoycruz,kyt4d selalu tampil dengan semangat dan energi positif,1
UgyZ0yJZrbgQ8PnYaD14AaABAg,@SAMOYakubu-nb4ik,aku kagum dengan detail kecil yang diperhatikan kyt4d,1
UgwvKpfXfYthSOYmDEp4AaABAg,@mhdi-c4x,kyt4d punya bakat luar biasa dalam mengemas topik yang menarik,1
Ugyg0WHLWvYYIoHmHMR4AaABAg,@BabatundeAdebowale-i5o,setiap pesan dari kyt4d selalu membawa motivasi tersendiri,1
UgyuuyeTdE4YdfiFFoJ4AaABAg,@Houda6u,kualitas suaranya jernih banget kyt4d tahu cara memanjakan penonton,1
Ugw89o-QGawcCuDGH7t4AaABAg,@OlwethuMgcodo-w5j5q,kyt4d selalu berhasil bikin suasana hati jadi lebih baik,1
Ugznwb-jZU6m0zzn0Ct4AaABAg,@SergioRodríguez-j8b5q,aku belajar banyak hal baru dari video kyt4d hari ini,1
UgzQYklG8W8n23BTopl4AaABAg,@alexanderberry7840,kyt4d punya gaya khas yang bikin channel ini gak bisa dilupakan,1
Ugz7KfyoRQh1Wzslq3h4AaABAg,@ShivaKumar-uf9py,visualnya memanjakan mata kyt4d punya selera produksi yang tinggi,1
UgxBf5_1RMi1MxMcitt4AaABAg,@narendrasanagala3709,aku gak pernah bosen nunggu upload terbaru dari kyt4d,1
UgypjSKCPspjauIdDap4AaABAg,@rafi-r2r7n,aku suka banget cara bicara host nya tenang tapi tetap seru kyt4d emang beda,1
UgxdFTzeTyTLSlRTbxx4AaABAg,@ngebug404,kalau item cabul kalau ganteng romantis ah women,0
UgwNB8OUAejGGp6oSF14AaABAg,@doffymingo94,mungkin dia pernah mengalami trauma pelecehan pencabulan atau apapun itu,0
UgziKo8tfZ8EluxfqMp4AaABAg,@novalsaputra5852,praz oo situkang jambret,0
Ugx4ujRXKdtRVNIWHRR4AaABAg,@shendyalfatih,cabul,0
UgxKdHa8Mfa3HBvfkdh4AaABAg,@abezainal2126,giliran burung nya el di elus2 abis itu di isep2,0
Ugwd7Ms6kGrfmjOOyXp4AaABAg,@Dewi-d4y,uuwelek mesum o ndrong wei,0
UgwbQZOwgcutVDelqA94AaABAg,@AngelArmorZDNX,real penjahat kelamin,0
UgySMqwNa2rRSv6HTjV4AaABAg,@ilham_sipaling_keren,disini aku merasa kasar banget mulut eca nya di bilang muka cabul kayak penjahat kelamin aku yang denger kek merasa sedih walaupun bg pras gak anggap serius tapi coba pikir apakah itu bercanda ngomongin wajah orang kek wajah cabul seperti penjahat kelamin coba deh aku yang bilang ke kalian seperti itu dengan alasan bercanda gak sakit hati kah mentang2 cantik tu eca,0
UgytLajR48tiIFk_o3Z4AaABAg,@beattoo3861,eca takut baperr ntar ga bisa tidur,0
UgyeSDMv7V_fKU9LPIB4AaABAg,@oscarsamudra3088,kasian praz gimicknya ga lancar eh malah jadi salah paham,0
Ugw1dFKE39ER0JsxU5J4AaABAg,@sakha_hayang3237,cowok jelek di bilang cabul cowk ganteng di bilg col calm romantis giliran yg nyabuli mlh yg ganteng nah lho,0
UgwrtUqIXOsRAG2jUo54AaABAg,@pemainpro5501,tp emang eca auranya seksi banget njirr nafsu kalau lht dya,0
UgyA2G56IBiHYnOhbWd4AaABAg,@TonystarkIndustries-u6q,malu2 mau,0
UgxhymeET63FqlhTVBZ4AaABAg,@s4linc4,ampek bang pras,0
Ugzr4-PcgvqG7yi3HO14AaABAg,@Crisjuntak1989,bg gak pk kog sayang cntik kmu ya eca,0
UgxvdslQVIecMXPC3pZ4AaABAg,@RudiHartono-wl5yd,gondrong kalo gak cabul ya kriminil ya ca,0
UgyNd8YSqmYwgdsxTQh4AaABAg,@Herman09-z8g,teh eca cantik,0
Ugw10jFPrdml5CUoBvF4AaABAg,@Betzum,trauma nya di desta,0
UgxYIB8YiKIJ8MkFDXV4AaABAg,@PrakosoKoko,normal sih cakep mantap gitu kok,0
UgxssU0ID0pdAjHhLQ94AaABAg,@bondansatria,tapi emang yg pertama muka nya praz kayak mesum gitu bandingin deh ama yg kedua yg kedua lebih ada senyum dan jelas cuma becanda yg pertama kayak serius flirting,0
Ugwaln4Y-wifnOu5OKd4AaABAg,@PANTEKWAANG-lv9lo,ewe sambil diri bg,0
UgztlgEJocIuh1rXuiJ4AaABAg,@didihardiansah3387,jujur bet lu cha,0
Ugyi97eR8DQYKz0GQMh4AaABAg,@agussalimgrab4789,pelecehan sih ini mentang2 eca udah di tabrak sama azka,0
Ugy0bqx4gVMWIs-ADjd4AaABAg,@helmydewa,laki2 kalau ga cabul mesum manusia punah cha,0
UgxoIKhCBr8gVXbPo8V4AaABAg,@yukina-chan9509,auranya bkin bergairah,0
Ugywx8oq9d7JVjaTcEV4AaABAg,@DogeRider985,praz plng rumah istri dh langsung nunggu di depan pintu,0
UgxPqi7hQ93YmWmRhpZ4AaABAg,@HUMDIGA,muka jelek itam dibilang cabul penjahat kelamin kalau ganteng putih dibilang romantis,0
Ugx2m8ccjiZWFkE8qDB4AaABAg,@dedenkubota397,mesti uang yang maunya wkwkwk,0
Ugw9MIsdx29mOaNC4xJ4AaABAg,@srumi5913,nanti benaran di perkaos sama penjahat kelamin baru tau rasa,0
Ugxl8E1dPfan2WhvEyB4AaABAg,@srumi5913,nanti benaran di perkaos sama penjahat kelamin baru tau rasa,0
UgyYf_yDdH2hneR2OKl4AaABAg,@Sudirirwansyah,hahaha,0
Ugy4BNlV5owSfWvaT-R4AaABAg,@koraw4444,monyet birahi di depan umum,0
UgzkmZ2TKtWKL3h9wWN4AaABAg,@M_ucups,gimmik gimmik gini kalo di indo pasti dikira pelecehan ama orang awam padal ini bagian komedi gimmik nya aja,0
UgxYGnGo56MsULms5EB4AaABAg,@IkiIlmi,eca cantik nya gak ada obat,0
Ugx39cBR8AP0rlpLvAJ4AaABAg,@DindaOktaviani-pl7mq,gemecin eca,0
Ugz5F7XL2ahtBW_hGyd4AaABAg,@letmetellyou666,coba si gabriel prince yg gtuin pasti melted beda kasta emang klo sama org ganteng kita nih,0
Ugw10kk4LZhpu3AEdeN4AaABAg,@RealFiorenza,di emut diem lu ca,0
UgylFDvWLRlI2pqsgn54AaABAg,@birinkirito2323,masih2 bertanya tanya apakah muka ku keliatan cabul saat deket dgan wanita,0
UgzyQ4t05IXgXlPsAUF4AaABAg,@SaidJabir17,sok imut,0
Ugxp4Eb4usjE6nRvOZB4AaABAg,@SuperSakti123,hariono,0
UgxbC5soRz_Fd7bd4Td4AaABAg,@imamsofyan7739,elu ama dikta ae nurut bgitulah women,0
UgwlDgUF_VhKR-u1NxR4AaABAg,@ERZETL,lo ganteng lo aman,0
UgxCc2K2iUKseg5OzdR4AaABAg,@exjo7105,hahahah suka kali lihat cewek takut kayak gitu,0
UgzSpMb4PdR6pHB-p0V4AaABAg,@peetzzZ,harrasment tapi dianggap jokes konyol,0
UgzgKl_Q53EUcMIJlzl4AaABAg,@febriadiyugo7996,echa ngerasa kayak pengen disosor platipus bang,0
UgwOsJLDVJmXVUGAnbt4AaABAg,@anakayam4747,serem banget muka nya sumpah,0
UgxLhuzM_Waej4KJYhp4AaABAg,@dimasg14,komuk kyk ikan mujaer ae sok2 ngejek komuk orang,0
UgwhAqbX2ATRq6HWyZh4AaABAg,@Siputbalap-n9w,eca cntik bgt yh,0
UgwrKzvC5X7H_c6ActB4AaABAg,@ellavigne6202,ttttaaaaiiii eca cantik bggtttt annjjiinbggg,0
Ugz5E_Ff312PJLixhlJ4AaABAg,@AdjiDarmain,cewe gitu tandanya sayang asli nya mau tapi mesti malu dulu cowo serius cewe becanda cowo becanda cewe telad sadar,0
Ugy9jZGd49PD5b9HeF94AaABAg,@RR-ll8oc,ahh kalo cwo putih ganteng idung mancung badan sispek tinggi kebanyakan cwe ikhlas dicabulin gitu ga si bukan buat eca ayang ya ini buat cwe yg lain,0
UgxrsuFLItXTln19Ipx4AaABAg,@denibudbud,itu syuting masa mau senonoh,0
UgxlHtu3xwLs4OKgMYV4AaABAg,@666Prince-w3t,normal itu drpd birahi sama kaki aki aki sampe dicium,0
UgyHVZZx0-Z9_AIKPwJ4AaABAg,@AhmadAsari-n6j,eca cantik manis gemesin ya,0
Ugz5MT3t5wwj2S5J4sF4AaABAg,@osaragii-o8e,pink,0
Ugzqb0jZbqamOQV0g5Z4AaABAg,@eyangSubut-i8d,kalau jelek pasti dibilang jahat ganteng tapi penjahat kelamin di bilang sosweet,0
Ugywr1zdnU3AC7aMGgt4AaABAg,@Andery-d3e,pasti d sedot sampai jering tu,0
Ugx_HB9IySu0CyqCmLJ4AaABAg,@MattDogg999,lo ganteng lo aman gess,0
Ugw9yWlbu69_K-5jWaB4AaABAg,@MpokIyen,muke jawa keturunan padang tolol,0
UgwpJi_bOy3DVcu_-eh4AaABAg,@BidinFix,dasarnya csbul,0
Ugyfxl9j8et1QUBmLjh4AaABAg,@lawlaw3471,jelek banget komen orang orang,0
UgyqRDYYeYnrI2s6hA94AaABAg,@moesachannel57,maaf ini sudah termasuk pelecehan lho awaasss bang pras,0
Ugyi-V2p9OHMwHCCP2h4AaABAg,@erwinNuryadinbandungCimahiSela,kepo,0
UgyKo-uH6t4EaTBN1Ox4AaABAg,@manatapadvent2582,serendah itukah jokes indo,0
UgzDEDeS3j6fUeS76wB4AaABAg,@face2391,item kyk preman putih lgbt,0
UgwwiFj_-MELtpG528l4AaABAg,@anjaymabar3870,cwek klo di perkosa cowok kok nolak dan berontak yahh tapi gua sebagai cowok klo di perkosa cwek insyaallah gua gk akan berontak dan nolak,0
UgzMdvYynQ6Vj1Ax_ap4AaABAg,@hannihanni8419,bl0m tau kelamun itu enak ca,0
UgxcL_6YNL4FHvBMm_d4AaABAg,@mr.anonymous7466,berusaha profesional untuk stay namun ada ketakutan sehingga dia gemeter,0
UgxiMHho8efaI6Ahu694AaABAg,@MazhatovicTovic,mirip nansy momoland anjiir,0
Ugy6SAWh4O599mP1XSt4AaABAg,@hezkiellubis8011,agak gemukan ya sekarang,0
Ugw_tS9twTRIn_qxnsZ4AaABAg,@andrekaen8571,cabul cantik betul,0
UgyG1aGf2-j7_gxiP6F4AaABAg,@aqiaqi2299,rasis ini mah,0
UgzkD5o3dHMm9KuFKHF4AaABAg,@Dimaswa77,wkwkw bang muka udh serem dari lahir,0
UgwGoZ01QnT-38isuSd4AaABAg,@abduljamil4557,kok banyak yang komen rasis ya ini bukna masalah warna kulit atau ganteng dan jelek ini soal ekspresi penggoda,0
UgzGgMBig_-_z8-JR4J4AaABAg,@unkl3475,repot kalo sama cewe beda kalo cowo yg digituin,0
UgwRt1am4hkDblSRmZp4AaABAg,@keinz,wkwkwk serem banget si pras,0
Ugxdhz6u9QndpHiisb14AaABAg,@poetryonyt,yang cocok sama peran cabull cuma desta,0
Ugxz_C9HV1JKOMdHy4B4AaABAg,@NabilAl-ghifari-m5n,tiba tiba bangt jdi titisan nya om ebel anj ngakak ahahahahahahaha,0
UgwPH7Ic_8vpDE5bF6B4AaABAg,@syafriannugroho4394,emang,0
